"Dstat 0.8.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node-1.2node-bare.cs740-uwmadison-pg0.wisc.cloudlab.us",,,,"User:","sarthi"
"Cmdline:","dstat -t --cpu --mem --disk --io --net --int --sys --tcp --top-io --noheaders --nocolor --output /mnt/Work/FlexPushdownDB-Dev/build/logs/1650916033_dstat.txt",,,,"Date:","25 Apr 2022 14:47:14 CDT"
"system","total cpu usage",,,,,"memory usage",,,,"dsk/total",,"io/total",,"net/total",,"interrupts",,,"system",,"tcp sockets",,,,,
"time","usr","sys","idl","wai","stl","used","free","buff","cach","read","writ","read","writ","recv","send","156","157","158","int","csw","lis","act","syn","tim","clo"
25-04 14:49:57,1.034,0.470,98.434,0.063,0,2447007744,107545223168,600690688,23023271936,0,12288,0,2,8760,0,0,0,0,4338,9478,12,13,0,1,0
25-04 14:49:58,0.407,0.219,99.375,0,0,2446254080,107545976832,600690688,23023271936,0,0,0,0,10478,66,0,0,0,3752,6541,12,13,0,1,0
25-04 14:49:59,0.219,0.157,99.592,0.031,0,2446024704,107546206208,600698880,23023263744,0,20480,0,2,9099,496,0,0,0,3919,6641,12,12,0,1,0
25-04 14:50:00,0.251,0.094,99.655,0,0,2445959168,107546263552,600698880,23023271936,0,0,0,0,9600,0,0,0,0,3762,6523,12,12,0,0,0
25-04 14:50:01,0.657,0.407,98.936,0,0,2447065088,107545157632,600698880,23023271936,0,0,0,0,9604,164,0,0,0,4041,10631,12,12,0,0,0
25-04 14:50:02,0.344,0.188,99.343,0.125,0,2446618624,107545604096,600698880,23023271936,0,327680,0,66,10860,0,0,0,0,3822,6628,12,12,0,0,0
25-04 14:50:03,0.219,0.282,99.499,0,0,2446409728,107545812992,600698880,23023271936,0,0,0,0,8580,0,0,0,0,3717,6599,12,12,0,0,0
25-04 14:50:04,0.533,0.439,99.028,0,0,2445910016,107546312704,600698880,23023271936,0,0,0,0,8826,110,0,0,0,3845,10579,12,12,0,0,0
25-04 14:50:05,0.126,0.126,99.749,0,0,2445582336,107546640384,600698880,23023271936,0,0,0,0,9540,0,0,0,0,3375,6367,12,12,0,0,0
25-04 14:50:06,0.157,0.345,99.498,0,0,2445541376,107546681344,600698880,23023271936,0,0,0,0,8878,66,0,0,0,3133,6194,12,12,0,0,0
25-04 14:50:07,0.346,0.126,99.466,0.063,0,2445074432,107547148288,600698880,23023271936,0,32768,0,2,15737,3510,0,0,0,3289,6322,12,12,0,0,0
25-04 14:50:08,0.596,0.533,98.871,0,0,2447450112,107544772608,600698880,23023271936,0,0,0,0,10298,66,0,0,0,3832,10440,12,12,0,0,0
25-04 14:50:09,0.251,0.251,99.498,0,0,2446667776,107545554944,600698880,23023271936,0,20480,0,5,9366,164,0,0,0,3377,6313,12,12,0,0,0
25-04 14:50:10,0.220,0.126,99.655,0,0,2446626816,107545595904,600698880,23023271936,0,0,0,0,7980,0,0,0,0,3450,6376,12,12,0,0,0
25-04 14:50:11,0.626,0.438,98.936,0,0,2444910592,107547312128,600698880,23023271936,0,0,0,0,7942,646,0,0,0,3819,9472,12,12,0,0,0
25-04 14:50:12,0.314,0.251,99.403,0.031,0,2444636160,107547586560,600698880,23023271936,0,16384,0,2,8160,0,0,0,0,3676,7595,12,12,0,0,0
25-04 14:50:13,0.407,0.157,99.436,0,0,2444136448,107548086272,600698880,23023271936,0,0,0,0,8940,0,0,0,0,3517,6442,12,12,0,0,0
25-04 14:50:14,0.376,0.157,99.467,0,0,2444136448,107548086272,600698880,23023271936,0,8192,0,2,8886,110,0,0,0,3432,6415,12,12,0,0,0
25-04 14:50:15,0.439,0.471,99.090,0,0,2444988416,107547234304,600698880,23023271936,0,0,0,0,8580,0,0,0,0,3939,10593,12,12,0,0,0
25-04 14:50:16,0.251,0.188,99.561,0,0,2444668928,107547553792,600698880,23023271936,0,0,0,0,9484,132,0,0,0,3447,6415,12,12,0,0,0
25-04 14:50:17,0.501,0.156,99.280,0.063,0,2444603392,107547619328,600698880,23023271936,0,12288,0,2,6900,0,0,0,0,3489,6441,12,12,0,0,0
25-04 14:50:18,0.157,0.408,99.435,0,0,2444894208,107547328512,600698880,23023271936,0,0,0,0,7538,66,0,0,0,3461,6612,12,12,0,0,0
25-04 14:50:19,0.720,0.344,98.936,0,0,2443915264,107548307456,600698880,23023271936,0,0,0,0,8886,110,0,0,0,3870,10348,12,12,0,0,0
25-04 14:50:20,0.219,0.251,99.530,0,0,2443907072,107548315648,600698880,23023271936,0,0,0,0,9720,0,0,0,0,3455,6398,12,12,0,0,0
25-04 14:50:21,0.126,0.126,99.749,0,0,2443632640,107548590080,600698880,23023271936,0,0,0,0,7444,164,0,0,0,3455,6445,12,12,0,0,0
25-04 14:50:22,0.502,0.408,99.059,0.031,0,2444087296,107548135424,600698880,23023271936,0,12288,0,2,9900,54,0,0,0,3838,10548,12,12,0,0,0
25-04 14:50:23,0.220,0.188,99.592,0,0,2443780096,107548442624,600698880,23023271936,0,0,0,0,8700,0,0,0,0,3660,6548,12,12,0,0,0
25-04 14:50:24,0.251,0.094,99.655,0,0,2443563008,107548659712,600698880,23023271936,0,0,0,0,9546,110,0,0,0,3658,6531,12,12,0,0,0
25-04 14:50:25,0.157,0.188,99.655,0,0,2443288576,107548934144,600698880,23023271936,0,0,0,0,9074,74,0,0,0,3721,6508,12,12,1,0,0
25-04 14:50:26,0.408,0.439,99.153,0,0,2445037568,107547185152,600698880,23023271936,0,0,0,0,9783,1427,0,0,0,4549,10633,12,13,0,0,0
25-04 14:50:27,0.219,0.157,99.561,0.063,0,2445049856,107547172864,600698880,23023271936,0,12288,0,2,8234,662,0,0,0,4172,6649,12,13,0,0,0
25-04 14:50:28,0.531,0.219,99.250,0,0,2444201984,107548020736,600698880,23023271936,0,0,0,0,10818,564,0,0,0,4195,6601,12,12,0,0,0
25-04 14:50:29,0.376,0.408,99.216,0,0,2444685312,107547537408,600698880,23023271936,0,0,0,0,8646,110,0,0,0,4465,10633,12,12,0,0,0
25-04 14:50:30,0.157,0.094,99.749,0,0,2443997184,107548225536,600698880,23023271936,0,0,0,0,10140,54,0,0,0,3973,6542,12,12,0,0,0
25-04 14:50:31,0.375,0.219,99.406,0,0,2444029952,107548192768,600698880,23023271936,0,0,0,0,9604,164,0,0,0,3984,6593,12,12,0,0,0
25-04 14:50:32,0.250,0.250,99.280,0.219,0,2443997184,107548225536,600698880,23023271936,0,208896,0,46,10140,0,0,0,0,3916,6546,12,12,0,0,0
25-04 14:50:33,0.564,0.376,99.060,0,0,2443550720,107548672000,600698880,23023271936,0,0,0,0,7560,0,0,0,0,4377,10707,12,12,0,0,0
25-04 14:50:34,0.251,0.094,99.655,0,0,2443501568,107548721152,600698880,23023271936,0,0,0,0,8946,110,0,0,0,3806,6567,12,12,0,0,0
25-04 14:50:35,9.639,0.722,89.639,0,0,2216243200,107775979520,600698880,23023271936,0,0,0,0,34135,291797,0,0,0,25095,45140,12,12,0,0,0
25-04 14:50:36,16.381,1.215,82.404,0,0,2484273152,107507949568,600698880,23023271936,0,0,0,0,10324,480,0,0,0,6975,10575,12,12,0,0,0
25-04 14:50:37,13.544,0.866,85.560,0.031,0,2698784768,107293437952,600698880,23023271936,0,12288,0,2,9726,438,0,0,0,6071,6671,12,12,0,0,0
25-04 14:50:38,13.622,0.372,86.006,0,0,2496884736,107495337984,600698880,23023271936,0,0,0,0,10800,50,0,0,0,5691,6616,12,12,0,0,0
25-04 14:50:39,6.542,0.654,92.804,0,0,2735554560,107256668160,600698880,23023271936,0,0,0,0,35940,27952444,0,0,0,5475,6767,12,12,0,0,0
25-04 14:50:40,4.669,0.495,94.836,0,0,2572361728,107419860992,600698880,23023271936,0,0,0,0,10500,0,0,0,0,5089,10620,12,12,0,0,0
25-04 14:50:41,3.349,0.219,96.432,0,0,2620391424,107371831296,600698880,23023271936,0,0,0,0,9238,66,0,0,0,5099,6580,12,12,0,0,0
25-04 14:50:42,3.348,0.250,96.370,0.031,0,2660495360,107331727360,600698880,23023271936,0,12288,0,2,10140,0,0,0,0,4670,6561,12,12,0,0,0
25-04 14:50:43,3.807,0.530,95.663,0,0,2657017856,107335204864,600698880,23023271936,0,0,0,0,9960,0,0,0,0,5090,10694,12,12,0,0,0
25-04 14:50:44,3.884,0.373,95.743,0,0,2577199104,107415023616,600698880,23023271936,0,0,0,0,10446,110,0,0,0,5709,6577,12,12,0,0,0
25-04 14:50:45,4.052,0.773,95.175,0,0,2603020288,107389202432,600698880,23023271936,0,0,0,0,7298,66,0,0,0,5262,6560,12,12,0,0,0
25-04 14:50:46,4.772,0.400,94.828,0,0,2602909696,107389313024,600698880,23023271936,0,0,0,0,9238,66,0,0,0,4840,6545,12,12,0,0,0
25-04 14:50:47,4.022,0.437,95.479,0.062,0,2621345792,107370876928,600698880,23023271936,0,12288,0,2,8460,0,0,0,0,5117,10702,12,12,0,0,0
25-04 14:50:48,3.979,0.155,95.866,0,0,2639622144,107352600576,600698880,23023271936,0,0,0,0,8100,54,0,0,0,4796,6577,12,12,0,0,0
25-04 14:50:49,4.482,0.278,95.240,0,0,2657968128,107334246400,600698880,23023280128,0,0,0,0,8046,110,0,0,0,4908,6573,12,12,0,0,0
25-04 14:50:50,3.556,0.842,95.602,0,0,2855555072,107136659456,600698880,23023280128,0,12288,0,2,8700,0,0,0,0,5139,10647,12,12,0,0,0
25-04 14:50:51,4.041,0.311,95.648,0,0,2588803072,107403411456,600698880,23023280128,0,0,0,0,9238,66,0,0,0,4823,6640,12,12,0,0,0
25-04 14:50:52,4.011,0.187,95.771,0.031,0,2607616000,107384598528,600698880,23023280128,0,12288,0,2,8820,0,0,0,0,4756,6582,12,12,0,0,0
25-04 14:50:53,3.462,0.499,96.039,0,0,2623381504,107368833024,600698880,23023280128,0,0,0,0,8220,0,0,0,0,4757,6541,12,12,0,0,0
25-04 14:50:54,4.641,0.464,94.833,0.062,0,2640592896,107351613440,600707072,23023280128,0,20480,0,2,8286,110,0,0,0,5015,10717,12,12,0,0,0
25-04 14:50:55,4.039,0.217,95.744,0,0,2659446784,107332759552,600707072,23023280128,0,0,0,0,15098,66,0,0,0,4798,6594,12,12,0,0,0
25-04 14:50:56,1.094,0.375,98.530,0,0,2520997888,107471208448,600707072,23023280128,0,12288,0,3,101206,122007768,0,0,0,5532,6696,12,12,0,0,0
25-04 14:50:57,0.626,0.783,98.560,0.031,0,2471841792,107520364544,600707072,23023280128,0,12288,0,2,185910,182143470,0,0,0,6315,10861,12,12,0,0,0
25-04 14:50:58,0.188,0.157,99.655,0,0,2468208640,107523997696,600707072,23023280128,0,0,0,0,21726,14265961,0,0,0,4330,6633,12,12,0,0,0
25-04 14:50:59,0.313,0.125,99.562,0,0,2467692544,107524513792,600707072,23023280128,0,0,0,0,9546,110,0,0,0,4146,6622,12,12,0,0,0
25-04 14:51:00,0.126,0.126,99.749,0,0,2467659776,107524546560,600707072,23023280128,0,0,0,0,10320,0,0,0,0,3959,6481,12,12,0,0,0
25-04 14:51:01,0.688,0.500,98.812,0,0,2467303424,107524902912,600707072,23023280128,0,0,0,0,14884,164,0,0,0,4578,10646,12,12,0,0,0
25-04 14:51:02,0.251,0.188,99.530,0.031,0,2467246080,107524960256,600707072,23023280128,0,12288,0,2,13456,464,0,0,0,4234,6538,12,12,0,0,0
25-04 14:51:03,0.406,0.219,99.375,0,0,2467028992,107525177344,600707072,23023280128,0,0,0,0,9540,0,0,0,0,4146,6591,12,12,0,0,0
25-04 14:51:04,0.595,0.438,98.967,0,0,2467336192,107524870144,600707072,23023280128,0,0,0,0,12846,110,0,0,0,4429,10632,12,12,0,0,0
25-04 14:51:05,0.375,0.219,99.406,0,0,2467409920,107524796416,600707072,23023280128,0,0,0,0,12638,66,0,0,0,4157,6518,12,12,0,0,0
25-04 14:51:06,0.282,0.188,99.530,0,0,2467401728,107524804608,600707072,23023280128,0,0,0,0,10138,66,0,0,0,4042,6513,12,12,0,0,0
25-04 14:51:07,0.313,0.157,99.468,0.063,0,2467143680,107525062656,600707072,23023280128,0,12288,0,2,10800,0,0,0,0,4086,6582,12,12,0,0,0
25-04 14:51:08,0.533,0.408,99.059,0,0,2466766848,107525439488,600707072,23023280128,0,0,0,0,13080,0,0,0,0,4435,10670,12,12,0,0,0
25-04 14:51:09,0.407,0.156,99.437,0,0,2466725888,107525480448,600707072,23023280128,0,0,0,0,14166,110,0,0,0,4028,6539,12,12,0,0,0
25-04 14:51:10,0.313,0.157,99.530,0,0,2466725888,107525480448,600707072,23023280128,0,0,0,0,8640,0,0,0,0,3824,6507,12,12,0,0,0
25-04 14:51:11,0.595,0.438,98.966,0,0,2468241408,107523964928,600707072,23023280128,0,0,0,0,10090,418,0,0,0,4245,10686,12,12,0,0,0
25-04 14:51:12,0.344,0.156,99.437,0.063,0,2467622912,107524583424,600707072,23023280128,0,12288,0,2,8520,0,0,0,0,3623,6498,12,12,0,0,0
25-04 14:51:13,0.157,0.188,99.655,0,0,2467590144,107524616192,600707072,23023280128,0,0,0,0,9240,0,0,0,0,3487,6383,12,12,0,0,0
25-04 14:51:14,0.375,0.344,99.281,0,0,2467655680,107524550656,600707072,23023280128,0,0,0,0,9546,110,0,0,0,3430,6370,12,12,0,0,0
25-04 14:51:15,0.658,0.502,98.840,0,0,2466570240,107525636096,600707072,23023280128,0,0,0,0,8918,66,0,0,0,3841,10544,12,12,0,0,0
25-04 14:51:16,0.220,0.188,99.592,0,0,2466312192,107525894144,600707072,23023280128,0,0,0,0,11878,120,0,0,0,3354,6341,12,12,0,0,0
25-04 14:51:17,0.408,0.125,99.436,0.031,0,2466312192,107525894144,600707072,23023280128,0,12288,0,2,8580,0,0,0,0,3348,6273,12,12,0,0,0
25-04 14:51:18,1.095,0.563,98.341,0,0,2465984512,107526221824,600707072,23023280128,0,0,0,0,7740,0,0,0,0,3909,9430,12,12,0,0,0
25-04 14:51:19,0.188,0.282,99.530,0,0,2465312768,107526893568,600707072,23023280128,0,0,0,0,11060,184,0,0,0,3494,6421,12,12,1,0,0
25-04 14:51:20,0.407,0.188,99.405,0,0,2465538048,107526668288,600707072,23023280128,0,0,0,0,8261,301,0,0,0,3436,6335,12,13,0,0,0
25-04 14:51:21,0.282,0.188,99.529,0,0,2465878016,107526328320,600707072,23023280128,0,0,0,0,10744,1757,0,0,0,3494,6344,12,12,0,0,0
25-04 14:51:22,0.720,0.532,98.685,0.063,0,2466398208,107525808128,600707072,23023280128,0,28672,0,2,8760,0,0,0,0,3693,10431,12,12,0,0,0
25-04 14:51:23,0.345,0.251,99.405,0,0,2466390016,107525816320,600707072,23023280128,0,0,0,0,8160,0,0,0,0,3399,6370,12,12,0,0,0
25-04 14:51:24,0.188,0.157,99.655,0,0,2466099200,107526107136,600707072,23023280128,0,0,0,0,8706,110,0,0,0,3386,6347,12,12,0,0,0
25-04 14:51:25,0.346,0.346,99.309,0,0,2465411072,107526795264,600707072,23023280128,0,0,0,0,8018,66,0,0,0,3649,9759,12,12,0,0,0
25-04 14:51:26,0.376,0.251,99.279,0.094,0,2466131968,107526074368,600707072,23023280128,0,159744,0,39,8938,66,0,0,0,3672,7042,12,12,0,0,0
25-04 14:51:27,0.188,0.125,99.624,0.063,0,2466131968,107526074368,600707072,23023280128,0,12288,0,2,6960,0,0,0,0,3588,6532,12,12,0,0,0
25-04 14:51:28,0.313,0.125,99.561,0,0,2465873920,107526332416,600707072,23023280128,0,0,0,0,7800,0,0,0,0,3557,6494,12,12,0,0,0
25-04 14:51:29,0.688,0.407,98.905,0,0,2464940032,107527266304,600707072,23023280128,0,0,0,0,9126,110,0,0,0,4101,10609,12,12,0,0,0
25-04 14:51:30,0.188,0.157,99.655,0,0,2465067008,107527139328,600707072,23023280128,0,0,0,0,8880,0,0,0,0,3708,6478,12,12,0,0,0
25-04 14:51:31,0.126,0.063,99.812,0,0,2465124352,107527081984,600707072,23023280128,0,0,0,0,8824,164,0,0,0,3844,6535,12,12,0,0,0
25-04 14:51:32,0.251,0.251,99.466,0.031,0,2465796096,107526410240,600707072,23023280128,0,12288,0,2,9360,0,0,0,0,3779,6746,12,12,0,0,0
25-04 14:51:33,0.407,0.439,99.154,0,0,2465488896,107526717440,600707072,23023280128,0,0,0,0,8820,0,0,0,0,3851,10251,12,12,0,0,0
25-04 14:51:34,0.126,0.188,99.686,0,0,2465488896,107526717440,600707072,23023280128,0,0,0,0,10986,110,0,0,0,3770,6494,12,12,0,0,0
25-04 14:51:35,0.188,0.313,99.498,0,0,2465488896,107526717440,600707072,23023280128,0,0,0,0,10658,120,0,0,0,3861,6556,12,12,0,0,0
25-04 14:51:36,0.439,0.408,99.153,0,0,2466025472,107526180864,600707072,23023280128,0,0,0,0,10438,66,0,0,0,4192,10652,12,12,0,0,0
25-04 14:51:37,0.250,0.344,99.343,0.063,0,2466013184,107526193152,600707072,23023280128,0,12288,0,2,10200,0,0,0,0,3809,6496,12,12,0,0,0
25-04 14:51:38,0.188,0.126,99.686,0,0,2466062336,107526144000,600707072,23023280128,0,0,0,0,10320,0,0,0,0,3706,6435,12,12,0,0,0
25-04 14:51:39,0.157,0.189,99.654,0,0,2466062336,107526144000,600707072,23023280128,0,0,0,0,9186,110,0,0,0,3650,6518,12,12,0,0,0
25-04 14:51:40,0.627,0.533,98.841,0,0,2466406400,107525799936,600707072,23023280128,0,0,0,0,8940,0,0,0,0,3829,10413,12,12,0,0,0
25-04 14:51:41,0.499,0.561,98.940,0,0,2466398208,107525808128,600707072,23023280128,0,0,0,0,10744,164,0,0,0,3481,6272,12,12,0,0,0
25-04 14:51:42,0.408,0.282,99.279,0.031,0,2466881536,107525324800,600707072,23023280128,0,12288,0,2,10062,740,0,0,0,3331,6303,12,13,0,0,0
25-04 14:51:43,0.658,0.501,98.840,0,0,2467311616,107524894720,600707072,23023280128,0,0,0,0,14975,2529,0,0,0,3588,10297,12,12,0,0,0
25-04 14:51:44,0.501,0.188,99.311,0,0,2466091008,107526107136,600707072,23023288320,0,0,0,0,10206,110,0,0,0,3177,6210,12,12,0,0,0
25-04 14:51:45,0.531,0.312,99.156,0,0,2466099200,107526098944,600707072,23023288320,0,0,0,0,9938,66,0,0,0,3372,6368,12,12,0,0,0
25-04 14:51:46,0.063,0.094,99.843,0,0,2465857536,107526340608,600707072,23023288320,0,0,0,0,11104,132,0,0,0,3328,6370,12,12,0,0,0
25-04 14:51:47,0.596,0.408,98.965,0.031,0,2465775616,107526422528,600707072,23023288320,0,12288,0,2,9360,0,0,0,0,4239,10637,12,12,0,0,0
25-04 14:51:48,0.189,0.094,99.717,0,0,2465792000,107526406144,600707072,23023288320,0,0,0,0,11040,0,0,0,0,3630,6351,12,12,0,0,0
25-04 14:51:49,3.137,0.533,96.267,0.063,0,2148548608,107843637248,600719360,23023288320,0,45056,0,4,36895,191241,0,0,0,20079,41791,12,12,0,0,0
25-04 14:51:50,16.745,1.091,82.164,0,0,2502291456,107489894400,600719360,23023288320,0,0,0,0,11124,100234,0,0,0,7677,11745,12,12,0,0,0
25-04 14:51:51,14.522,0.656,84.822,0,0,2521407488,107470778368,600719360,23023288320,0,0,0,0,11044,480,0,0,0,9441,6714,12,12,0,0,0
25-04 14:51:52,12.559,0.625,86.754,0.062,0,2593943552,107398242304,600719360,23023288320,0,12288,0,2,8640,0,0,0,0,6105,6612,12,12,0,0,0
25-04 14:51:53,9.834,0.658,89.508,0,0,2792296448,107199889408,600719360,23023288320,0,0,0,0,18384,4063394,0,0,0,5944,6636,12,12,0,0,0
25-04 14:51:54,4.184,0.593,95.223,0,0,2795757568,107196428288,600719360,23023288320,0,24576,0,6,8886,110,0,0,0,5566,10379,12,12,0,0,0
25-04 14:51:55,3.593,0.250,96.157,0,0,2645024768,107347161088,600719360,23023288320,0,0,0,0,9360,54,0,0,0,5051,6620,12,12,0,0,0
25-04 14:51:56,3.828,0.311,95.861,0,0,2661339136,107330846720,600719360,23023288320,0,0,0,0,9298,66,0,0,0,5086,6542,12,12,0,0,0
25-04 14:51:57,4.052,0.405,95.480,0.062,0,2679840768,107312345088,600719360,23023288320,0,12288,0,2,10920,0,0,0,0,5322,10629,12,12,0,0,0
25-04 14:51:58,3.742,0.187,96.071,0,0,2698178560,107294007296,600719360,23023288320,0,0,0,0,8640,0,0,0,0,4807,6539,12,12,0,0,0
25-04 14:51:59,3.152,1.124,95.724,0,0,2810544128,107181641728,600719360,23023288320,0,0,0,0,10604,176,0,0,0,7005,6760,12,12,0,0,0
25-04 14:52:00,3.590,0.343,96.066,0,0,2627198976,107364986880,600719360,23023288320,0,0,0,0,11514,0,0,0,0,4853,6529,12,12,0,0,0
25-04 14:52:01,3.899,0.468,95.633,0,0,2645614592,107346571264,600719360,23023288320,0,0,0,0,8518,120,0,0,0,5124,10575,12,12,0,0,0
25-04 14:52:02,3.622,0.219,96.129,0.031,0,2664202240,107327983616,600719360,23023288320,0,12288,0,2,11160,0,0,0,0,4793,6533,12,12,0,0,0
25-04 14:52:03,3.412,0.156,96.432,0,0,2682241024,107309944832,600719360,23023288320,0,0,0,0,10020,54,0,0,0,4449,6635,12,12,0,0,0
25-04 14:52:04,3.378,0.688,95.934,0,0,2668490752,107323695104,600719360,23023288320,0,0,0,0,9846,110,0,0,0,5685,10606,12,12,0,0,0
25-04 14:52:05,3.157,0.656,96.186,0,0,2631462912,107360722944,600719360,23023288320,0,0,0,0,9420,0,0,0,0,4275,6571,12,12,0,0,0
25-04 14:52:06,3.128,0.469,96.403,0,0,2840465408,107151720448,600719360,23023288320,0,0,0,0,10558,66,0,0,0,4249,6533,12,12,0,0,0
25-04 14:52:07,3.160,0.438,96.370,0.031,0,2649001984,107343183872,600719360,23023288320,0,12288,0,2,8100,0,0,0,0,4182,6633,12,12,0,0,0
25-04 14:52:08,3.508,0.438,96.054,0,0,2667790336,107324395520,600719360,23023288320,0,0,0,0,10140,0,0,0,0,4623,10611,12,12,0,0,0
25-04 14:52:09,3.260,0.125,96.614,0,0,2686320640,107305865216,600719360,23023288320,0,0,0,0,9524,176,0,0,0,4184,6578,12,12,0,0,0
25-04 14:52:10,1.845,0.375,97.779,0,0,2604519424,107387666432,600719360,23023288320,0,0,0,0,49962,45745510,0,0,0,5286,6590,12,12,0,0,0
25-04 14:52:11,1.097,0.783,98.120,0,0,2503921664,107488264192,600719360,23023288320,0,0,0,0,220168,199386748,0,0,0,7176,10587,12,12,0,0,0
25-04 14:52:12,0.282,0.345,99.342,0.031,0,2500083712,107492102144,600719360,23023288320,0,12288,0,2,112254,97469101,0,0,0,5365,6662,12,12,0,0,0
25-04 14:52:13,0.220,0.094,99.686,0,0,2499547136,107492638720,600719360,23023288320,0,0,0,0,9540,0,0,0,0,4018,6548,12,12,0,0,0
25-04 14:52:14,0.157,0.125,99.718,0,0,2499538944,107492646912,600719360,23023288320,0,0,0,0,10686,110,0,0,0,3969,6580,12,12,0,0,0
25-04 14:52:15,0.564,0.439,98.997,0,0,2501627904,107490557952,600719360,23023288320,0,0,0,0,9840,0,0,0,0,4167,10675,12,12,0,0,0
25-04 14:52:16,0.219,0.094,99.687,0,0,2501586944,107490598912,600719360,23023288320,0,0,0,0,10738,66,0,0,0,3794,6514,12,12,0,0,0
25-04 14:52:17,0.188,0.188,99.561,0.063,0,2501378048,107490807808,600719360,23023288320,0,12288,0,2,9720,0,0,0,0,3726,6537,12,12,0,0,0
25-04 14:52:18,0.502,0.408,99.091,0,0,2499964928,107492220928,600719360,23023288320,0,0,0,0,11280,0,0,0,0,4285,10662,12,12,0,0,0
25-04 14:52:19,0.188,0.063,99.749,0,0,2499252224,107492933632,600719360,23023288320,0,0,0,0,9824,176,0,0,0,3958,6646,12,12,0,0,0
25-04 14:52:20,0.188,0.251,99.562,0,0,2499260416,107492925440,600719360,23023288320,0,0,0,0,9180,0,0,0,0,3953,6511,12,12,0,0,0
25-04 14:52:21,0.188,0.125,99.686,0,0,2499252224,107492933632,600719360,23023288320,0,0,0,0,10564,164,0,0,0,3951,6527,12,12,0,0,0
25-04 14:52:22,0.846,0.596,98.527,0.031,0,2499383296,107492802560,600719360,23023288320,0,12288,0,2,9120,0,0,0,0,4681,10365,12,12,0,0,0
25-04 14:52:23,0.157,0.157,99.686,0,0,2499416064,107492769792,600719360,23023288320,0,0,0,0,10260,0,0,0,0,4138,6599,12,12,0,0,0
25-04 14:52:24,0.219,0.250,99.530,0,0,2499432448,107492753408,600719360,23023288320,0,0,0,0,11226,110,0,0,0,4065,6553,12,12,0,0,0
25-04 14:52:25,0.408,0.408,99.184,0,0,2499469312,107492716544,600719360,23023288320,0,0,0,0,10560,0,0,0,0,4424,10597,12,12,0,0,0
25-04 14:52:26,0.251,0.125,99.624,0,0,2499194880,107492990976,600719360,23023288320,0,0,0,0,10138,66,0,0,0,4008,6523,12,12,0,0,0
25-04 14:52:27,0.220,0.094,99.655,0.031,0,2499227648,107492958208,600719360,23023288320,0,12288,0,2,12000,0,0,0,0,3958,6595,12,12,0,0,0
25-04 14:52:28,0.219,0.188,99.593,0,0,2499203072,107492982784,600719360,23023288320,0,0,0,0,10260,0,0,0,0,4004,6518,12,12,0,0,0
25-04 14:52:29,0.658,0.376,98.966,0,0,2498998272,107493187584,600719360,23023288320,0,0,0,0,11624,176,0,0,0,4422,10664,12,12,0,0,0
25-04 14:52:30,0.251,0.063,99.686,0,0,2499051520,107493134336,600719360,23023288320,0,0,0,0,10980,0,0,0,0,3967,6523,12,12,0,0,0
25-04 14:52:31,0.406,0.219,99.375,0,0,2499051520,107493134336,600719360,23023288320,0,0,0,0,11884,164,0,0,0,3987,6601,12,12,0,0,0
25-04 14:52:32,0.470,0.470,98.997,0.063,0,2499387392,107492798464,600719360,23023288320,0,12288,0,2,10080,0,0,0,0,4303,10579,12,12,0,0,0
25-04 14:52:33,0.376,0.125,99.499,0,0,2498834432,107493351424,600719360,23023288320,0,0,0,0,10140,0,0,0,0,3906,6535,12,12,0,0,0
25-04 14:52:34,0.251,0.219,99.530,0,0,2498859008,107493326848,600719360,23023288320,0,0,0,0,8706,110,0,0,0,3766,6477,12,12,0,0,0
25-04 14:52:35,0.220,0.094,99.686,0,0,2498826240,107493359616,600719360,23023288320,0,0,0,0,10800,0,0,0,0,3817,6566,12,12,0,0,0
25-04 14:52:36,0.564,0.501,98.935,0,0,2499624960,107492560896,600719360,23023288320,0,0,0,0,10678,66,0,0,0,4148,10584,12,12,0,0,0
25-04 14:52:37,0.157,0.251,99.561,0.031,0,2499592192,107492593664,600719360,23023288320,0,12288,0,2,9420,0,0,0,0,3606,6468,12,12,0,0,0
25-04 14:52:38,0.282,0.282,99.437,0,0,2499817472,107492368384,600719360,23023288320,0,0,0,0,8940,0,0,0,0,3619,6470,12,12,0,0,0
25-04 14:52:39,0.439,0.251,99.310,0,0,2500358144,107491819520,600719360,23023296512,0,0,0,0,9224,176,0,0,0,3836,9589,12,12,0,0,0
25-04 14:52:40,0.251,0.345,99.404,0,0,2499657728,107492519936,600719360,23023296512,0,0,0,0,9780,0,0,0,0,3675,7512,12,12,0,0,0
25-04 14:52:41,0.251,0.313,99.436,0,0,2499612672,107492564992,600719360,23023296512,0,0,0,0,10684,164,0,0,0,3368,6312,12,12,0,0,0
25-04 14:52:42,0.188,0.126,99.655,0.031,0,2499649536,107492528128,600719360,23023296512,0,24576,0,4,9780,0,0,0,0,3471,6355,12,12,0,0,0
25-04 14:52:43,0.942,0.440,98.618,0,0,2499596288,107492581376,600719360,23023296512,0,0,0,0,10320,0,0,0,0,4108,10165,12,12,0,0,0
25-04 14:52:44,0.438,0.188,99.342,0.031,0,2499084288,107493085184,600727552,23023296512,0,24576,0,2,8946,110,0,0,0,3375,6312,12,12,0,0,0
