"Dstat 0.8.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node-0.2node-bare.cs740-uwmadison-pg0.wisc.cloudlab.us",,,,"User:","sarthi"
"Cmdline:","dstat -t --cpu --mem --disk --io --net --int --sys --tcp --top-io --noheaders --nocolor --output /mnt/Work/FlexPushdownDB-Dev/logs/ffsa_latest_2_1650916080_dstat.txt",,,,"Date:","25 Apr 2022 14:48:01 CDT"
"system","total cpu usage",,,,,"memory usage",,,,"dsk/total",,"io/total",,"net/total",,"interrupts",,,"system",,"tcp sockets",,,,,
"time","usr","sys","idl","wai","stl","used","free","buff","cach","read","writ","read","writ","recv","send","157","158","159","int","csw","lis","act","syn","tim","clo"
25-04 14:50:40,3.811,0.500,95.626,0.062,0,7953563648,62137667584,1419657216,59682762752,0,28672,0,2,10078,66,1,1,0,5019,9704,20,14,0,0,0
25-04 14:50:41,3.471,0.313,96.216,0,0,7972474880,62118739968,1419657216,59682779136,0,0,0,0,9966,66,0,0,0,4887,6875,20,14,0,0,0
25-04 14:50:42,12.896,1.150,85.954,0,0,8104615936,61986586624,1419657216,59682791424,0,0,0,0,9066,118,1,1,0,5784,13637,20,14,0,0,0
25-04 14:50:43,9.167,0.811,89.991,0.031,0,8222806016,61868240896,1419657216,59682942976,0,12288,0,2,10932,176,0,0,0,10089,16411,20,14,0,0,0
25-04 14:50:44,1.221,0.564,98.215,0,0,8223010816,61868036096,1419657216,59682942976,0,0,0,0,10212,286,1,1,0,5155,9491,20,14,0,0,0
25-04 14:50:45,0.688,0.657,98.592,0.063,0,8222752768,61868290048,1419661312,59682942976,0,1298432,0,24,9066,296,0,0,0,4698,12278,20,14,0,0,0
25-04 14:50:46,0.595,0.564,98.841,0,0,8223252480,61867790336,1419661312,59682942976,0,0,0,0,8406,66,1,1,0,4736,9912,20,14,0,0,0
25-04 14:50:47,0.313,0.251,99.436,0,0,8222679040,61868363776,1419661312,59682942976,0,0,0,0,8346,118,0,0,0,4268,7045,20,14,0,0,0
25-04 14:50:48,0.376,0.376,99.185,0.063,0,8221581312,61869461504,1419661312,59682942976,0,12288,0,2,8826,110,1,1,0,4432,8399,20,14,0,0,0
25-04 14:50:49,1.315,0.940,97.745,0,0,8224202752,61866848256,1419661312,59682942976,0,0,0,0,14729,3608,0,0,0,7239,13866,20,14,0,0,0
25-04 14:50:50,0.408,0.251,99.310,0.031,0,8226758656,61864284160,1419669504,59682942976,0,16384,0,2,8518,66,1,1,0,4198,7061,20,14,0,0,0
25-04 14:50:51,1.342,0.562,98.097,0,0,8222097408,61868945408,1419669504,59682942976,0,0,0,0,9006,66,0,0,0,4841,9380,20,14,0,0,0
25-04 14:50:52,0.345,0.251,99.405,0,0,8220712960,61870329856,1419669504,59682942976,0,0,0,0,9486,118,1,1,0,4234,6995,20,14,0,0,0
25-04 14:50:53,1.126,1.001,97.841,0.031,0,8222875648,61868167168,1419669504,59682942976,0,12288,0,2,8286,110,0,0,0,5167,14548,20,14,0,0,0
25-04 14:50:54,0.469,0.219,99.311,0,0,8221560832,61869481984,1419669504,59682942976,0,0,0,0,8052,286,1,1,0,4303,7061,20,14,0,0,0
25-04 14:50:55,0.626,0.626,98.717,0.031,0,8219172864,61871865856,1419673600,59682942976,0,16384,0,2,9906,296,0,0,0,4705,9939,20,14,0,0,0
25-04 14:50:56,3.723,0.563,95.713,0,0,8307949568,61783089152,1419673600,59682942976,0,0,0,0,79186162,151561240,1,1,0,6625,10212,20,14,0,0,0
25-04 14:50:57,10.650,1.343,88.007,0,0,8570032128,61521006592,1419673600,59682942976,0,0,0,0,143610818,274975534,0,0,0,9486,19841,20,14,0,0,0
25-04 14:50:58,12.924,0.592,86.453,0.031,0,8743129088,61347893248,1419673600,59682959360,0,12288,0,2,96155315,184059102,1,1,0,6743,8297,20,14,0,0,0
25-04 14:50:59,13.425,0.781,85.795,0,0,8843837440,61247184896,1419673600,59682959360,0,0,0,0,9612,488,0,0,0,14412,9194,20,14,0,0,0
25-04 14:51:00,15.155,1.056,83.727,0.062,0,8938385408,61152620544,1419673600,59682975744,0,20480,0,2,10564,320,1,1,0,49321,6175,20,14,0,0,0
25-04 14:51:01,15.597,1.829,82.574,0,0,9174560768,60916428800,1419673600,59682988032,0,0,0,0,9832,412,0,0,0,15264,14246,20,14,0,0,0
25-04 14:51:02,12.974,0.902,86.123,0,0,9275551744,60815298560,1419673600,59683127296,0,0,0,0,18688,684,1,1,0,17352,16515,20,14,0,0,0
25-04 14:51:03,10.622,0.341,89.006,0.031,0,9314344960,60776505344,1419673600,59683127296,0,12288,0,2,9786,164,0,0,0,11231,6548,20,14,0,0,0
25-04 14:51:04,10.149,0.934,88.917,0,0,9348677632,60742172672,1419673600,59683127296,0,0,0,0,12912,286,1,1,0,11799,10136,20,14,0,0,0
25-04 14:51:05,11.401,0.683,87.884,0.031,0,9382690816,60708159488,1419673600,59683127296,0,20480,0,2,15742,1940,0,0,0,13305,14467,20,14,0,0,0
25-04 14:51:06,10.711,0.869,88.420,0,0,9446973440,60643876864,1419673600,59683127296,0,0,0,0,9366,66,1,1,0,12231,9369,20,14,0,0,0
25-04 14:51:07,9.822,0.530,89.648,0,0,9479942144,60610875392,1419673600,59683155968,0,0,0,0,11592,220,0,0,0,11617,6537,20,14,0,0,0
25-04 14:51:08,10.886,1.089,87.994,0.031,0,9551704064,60539097088,1419673600,59683172352,0,40960,0,2,14166,110,1,1,0,6381,13911,20,14,0,0,0
25-04 14:51:09,10.314,0.311,89.376,0,0,9620738048,60470063104,1419673600,59683172352,0,0,0,0,8892,286,0,0,0,5438,6506,20,14,0,0,0
25-04 14:51:10,10.078,0.593,89.298,0.031,0,9691246592,60399554560,1419677696,59683168256,0,20480,0,2,13018,66,1,1,0,5803,9332,20,14,0,0,0
25-04 14:51:11,10.122,0.719,89.160,0,0,9968971776,60121812992,1419677696,59683184640,0,0,0,0,10662,328,0,0,0,20346,6555,20,14,0,0,0
25-04 14:51:12,16.698,1.422,81.880,0,0,9963458560,60127326208,1419677696,59683184640,0,0,0,0,8352,220,1,1,0,67216,10729,20,14,0,0,0
25-04 14:51:13,16.315,0.962,82.661,0.062,0,9992224768,60098543616,1419677696,59683201024,0,12288,0,2,12666,1820,0,0,0,18762,11244,20,14,0,0,0
25-04 14:51:14,16.191,0.713,83.096,0,0,10155069440,59935698944,1419677696,59683201024,0,0,0,0,9492,286,1,1,0,18693,6252,20,14,0,0,0
25-04 14:51:15,16.413,0.714,82.842,0.031,0,10086973440,60003778560,1419677696,59683217408,0,20480,0,2,12036,1940,0,0,0,7726,11234,20,14,0,0,0
25-04 14:51:16,17.163,0.838,81.999,0,0,10167648256,59923103744,1419677696,59683217408,0,57344,0,14,11946,120,1,1,0,5850,10737,20,14,0,0,0
25-04 14:51:17,16.419,0.588,82.993,0,0,10234707968,59856044032,1419677696,59683217408,0,0,0,0,8886,118,0,0,0,3805,4934,20,14,0,0,0
25-04 14:51:18,16.770,0.463,82.705,0.062,0,10278088704,59812663296,1419677696,59683217408,0,45056,0,2,7092,176,1,1,0,3497,4704,20,14,0,0,0
25-04 14:51:19,16.883,0.433,82.684,0,0,10345717760,59745034240,1419677696,59683213312,0,0,0,0,14064,2070,0,0,0,4746,6835,20,14,1,0,0
25-04 14:51:20,16.960,1.326,81.684,0.031,0,10440011776,59650736128,1419681792,59683217408,0,24576,0,2,8472,140,1,1,0,57997,10216,20,14,1,0,0
25-04 14:51:21,16.805,0.891,82.304,0,0,10475933696,59614814208,1419681792,59683217408,0,0,0,0,11049,2095,0,0,0,104442,5078,20,14,0,0,0
25-04 14:51:22,16.389,0.678,82.933,0,0,10505728000,59585019904,1419681792,59683217408,0,0,0,0,8286,118,1,1,0,9094,7602,20,14,0,0,0
25-04 14:51:23,17.442,0.493,82.034,0.031,0,10548961280,59541786624,1419681792,59683217408,0,53248,0,2,8826,110,0,0,0,14819,5898,20,14,0,0,0
25-04 14:51:24,17.068,0.648,82.284,0,0,10539421696,59551326208,1419681792,59683217408,0,0,0,0,7692,286,1,1,0,14258,10929,20,14,0,0,0
25-04 14:51:25,16.600,0.433,82.906,0.062,0,10514501632,59576242176,1419685888,59683217408,0,16384,0,2,9966,296,0,0,0,16259,7852,20,14,0,0,0
25-04 14:51:26,15.912,0.651,83.437,0,0,10521530368,59569213440,1419685888,59683217408,0,491520,0,50,7626,66,1,1,0,27586,11060,20,14,0,0,0
25-04 14:51:27,16.072,0.993,82.935,0,0,10571878400,59518865408,1419685888,59683217408,0,0,0,0,7872,220,0,0,0,78758,7759,20,14,0,0,0
25-04 14:51:28,16.063,1.424,82.482,0.031,0,10609954816,59480788992,1419685888,59683217408,0,12288,0,2,7452,176,1,1,0,175142,9613,20,14,0,0,0
25-04 14:51:29,15.991,1.114,82.895,0,0,10647060480,59443683328,1419685888,59683217408,0,0,0,0,9792,286,0,0,0,101778,5997,20,14,0,0,0
25-04 14:51:30,16.584,0.740,82.645,0.031,0,10709680128,59381055488,1419685888,59683225600,0,45056,0,2,8528,204,1,1,0,57716,2581,20,14,0,0,0
25-04 14:51:31,16.605,1.722,81.673,0,0,10774777856,59315957760,1419685888,59683225600,0,0,0,0,9582,328,0,0,0,92780,14539,20,14,0,0,0
25-04 14:51:32,16.785,0.553,82.662,0,0,10808438784,59282296832,1419685888,59683225600,0,0,0,0,9072,220,1,1,0,38354,6426,20,14,0,0,0
25-04 14:51:33,16.795,0.677,82.498,0.031,0,10830487552,59260248064,1419685888,59683225600,0,12288,0,2,8766,110,0,0,0,24204,5007,20,14,0,0,0
25-04 14:51:34,16.256,0.954,82.789,0,0,10825703424,59265032192,1419685888,59683225600,0,0,0,0,10932,286,1,1,0,93260,7511,20,14,0,0,0
25-04 14:51:35,16.780,0.956,82.233,0.031,0,10822742016,59267993600,1419685888,59683225600,0,16384,0,2,10566,296,0,0,0,56684,13220,20,14,0,0,0
25-04 14:51:36,16.929,0.803,82.268,0,0,10846502912,59244232704,1419685888,59683225600,0,0,0,0,10626,66,1,1,0,45949,11280,20,14,0,0,0
25-04 14:51:37,15.903,0.804,83.292,0,0,10884677632,59206057984,1419685888,59683225600,0,0,0,0,10992,220,0,0,0,46798,11152,20,14,0,0,0
25-04 14:51:38,14.856,2.259,82.823,0.062,0,10895327232,59195396096,1419685888,59683237888,0,12288,0,2,10266,164,1,1,0,218181,12330,20,14,0,0,0
25-04 14:51:39,15.373,2.019,82.609,0,0,10795687936,59294957568,1419685888,59683315712,0,0,0,0,9192,286,0,0,0,181576,16823,20,14,0,0,0
25-04 14:51:40,16.093,0.961,82.915,0.031,0,10814341120,59276288000,1419694080,59683323904,0,20480,0,2,9478,66,1,1,0,72476,7568,20,14,0,0,0
25-04 14:51:41,15.701,1.084,83.215,0,0,10776584192,59313946624,1419694080,59683422208,0,212992,0,8,10062,328,0,0,0,13123,15134,20,14,0,0,0
25-04 14:51:42,16.015,0.776,83.209,0,0,10768297984,59322187776,1419694080,59683467264,0,0,0,0,9786,118,1,1,0,15821,15152,20,14,0,0,0
25-04 14:51:43,15.753,1.121,83.095,0.031,0,10807668736,59282788352,1419694080,59683495936,0,12288,0,2,9450,300,0,0,0,15404,29820,20,14,1,0,0
25-04 14:51:44,16.444,1.241,82.315,0,0,10785312768,59304894464,1419694080,59683737600,0,0,0,0,10524,572,1,1,0,51671,18092,20,14,1,0,0
25-04 14:51:45,16.099,0.898,82.972,0.031,0,10541563904,59548487680,1419694080,59683889152,0,53248,0,2,10146,296,0,0,0,22098,17800,20,14,1,0,0
25-04 14:51:46,16.476,0.679,82.845,0,0,10427183104,59662725120,1419694080,59684028416,0,610304,0,12,11058,1526,1,1,0,12149,12850,20,14,1,0,0
25-04 14:51:47,16.992,0.743,82.266,0,0,10417102848,59672588288,1419694080,59684237312,0,0,0,0,9432,220,0,0,0,16931,22963,20,14,1,0,0
25-04 14:51:48,16.620,0.771,82.578,0.031,0,10413539328,59675844608,1419694080,59684540416,0,16384,0,2,11226,110,1,1,0,19146,17243,20,14,1,0,0
25-04 14:51:49,8.991,1.893,89.117,0,0,7861407744,62227714048,1419694080,59684794368,0,491520,0,2,19925,8501,0,0,0,45405,83626,20,14,1,0,0
25-04 14:51:50,4.244,1.163,94.530,0.063,0,7869587456,62218641408,1419698176,59685658624,0,98304,0,2,318180,545346,1,1,0,39581,79437,20,14,1,0,0
25-04 14:51:51,0.876,0.844,98.280,0,0,7865024512,62223204352,1419698176,59685658624,0,1761280,0,23,10986,66,0,0,0,5112,14751,20,14,1,0,0
25-04 14:51:52,0.470,0.219,99.311,0,0,7863980032,62224248832,1419698176,59685658624,0,0,0,0,8706,118,1,1,0,4487,7042,20,14,1,0,0
25-04 14:51:53,1.376,0.782,97.810,0.031,0,7880736768,62207492096,1419698176,59685658624,0,12288,0,2,4086420,7800666,0,0,0,5328,10023,20,14,1,0,0
25-04 14:51:54,0.877,0.658,98.465,0,0,7881089024,62207139840,1419698176,59685658624,0,0,0,0,9792,238,1,1,0,5067,12777,20,14,1,0,0
25-04 14:51:55,0.658,0.501,98.810,0.031,0,7881424896,62206803968,1419706368,59685650432,0,49152,0,1,9178,120,0,0,0,4952,9937,20,14,1,0,0
25-04 14:51:56,0.282,0.282,99.405,0.031,0,7880650752,62207569920,1419706368,59685658624,0,4096,0,1,8886,66,1,1,0,4514,7080,20,14,1,0,0
25-04 14:51:57,0.470,0.627,98.903,0,0,7877672960,62210547712,1419706368,59685658624,0,0,0,0,10986,118,0,0,0,4767,9884,20,14,1,0,0
25-04 14:51:58,0.689,0.595,98.685,0.031,0,7879327744,62208892928,1419706368,59685658624,0,12288,0,2,9186,110,1,1,0,4703,12179,20,14,1,0,0
25-04 14:51:59,1.158,0.657,98.184,0,0,7874686976,62213533696,1419706368,59685658624,0,0,0,0,10302,724,0,0,0,5093,9363,20,14,1,0,0
25-04 14:52:00,0.438,0.344,99.187,0.031,0,7873400832,62214819840,1419706368,59685658624,0,12288,0,1,11824,320,1,1,0,4767,7006,20,14,1,0,0
25-04 14:52:01,0.470,0.345,99.154,0.031,0,7873257472,62214963200,1419706368,59685658624,0,4096,0,1,8766,66,0,0,0,4652,8435,20,14,1,0,0
25-04 14:52:02,0.876,0.751,98.373,0,0,7872720896,62215499776,1419706368,59685658624,0,0,0,0,11586,118,1,1,0,5213,13733,20,14,1,0,0
25-04 14:52:03,0.563,0.500,98.906,0.031,0,7870996480,62217224192,1419706368,59685658624,0,12288,0,2,9366,110,0,0,0,4698,8442,20,14,1,0,0
25-04 14:52:04,0.376,0.470,99.154,0,0,7870529536,62217691136,1419706368,59685658624,0,0,0,0,10632,184,1,1,0,4624,8483,20,14,1,0,0
25-04 14:52:05,0.722,0.408,98.838,0.031,0,7867551744,62220668928,1419706368,59685654528,0,12288,0,1,11520,1512,0,0,0,6364,11329,20,14,1,0,0
25-04 14:52:06,1.812,0.938,97.250,0,0,7867449344,62220771328,1419706368,59685658624,0,4096,0,1,10386,66,1,1,0,5944,14100,20,14,1,0,0
25-04 14:52:07,0.500,0.250,99.249,0,0,7866392576,62221828096,1419706368,59685658624,0,0,0,0,8406,118,0,0,0,4549,7055,20,14,1,0,0
25-04 14:52:08,0.564,0.564,98.810,0.063,0,7865962496,62222258176,1419706368,59685658624,0,40960,0,2,10446,110,1,1,0,5051,9937,20,14,1,0,0
25-04 14:52:09,0.345,0.313,99.342,0,0,7865020416,62223200256,1419706368,59685658624,0,0,0,0,9860,414,0,0,0,4558,7022,20,14,1,0,0
25-04 14:52:10,2.507,1.003,96.490,0,0,7926730752,62161481728,1419714560,59685658624,0,12288,0,1,42749576,81855634,1,1,0,8400,19389,20,14,1,0,0
25-04 14:52:11,11.664,0.809,87.496,0.031,0,8155623424,61932589056,1419714560,59685658624,0,4096,0,1,103700574,198549172,0,0,0,14567,9890,20,14,1,0,0
25-04 14:52:12,14.980,1.464,83.557,0,0,8431116288,61657079808,1419714560,59685675008,0,0,0,0,196809413,376812844,1,1,0,30918,11236,20,14,1,0,0
25-04 14:52:13,16.195,0.746,83.028,0.031,0,8568958976,61519224832,1419714560,59685687296,0,12288,0,2,10326,110,0,0,0,18224,9494,20,14,1,0,0
25-04 14:52:14,16.289,1.396,82.315,0,0,8678400000,61409767424,1419714560,59685703680,0,0,0,0,13212,2062,1,1,0,15946,12996,20,14,1,0,0
25-04 14:52:15,15.019,1.150,83.831,0,0,8862900224,61225111552,1419714560,59685855232,0,16384,0,1,10198,178,0,0,0,19732,19020,20,14,1,0,0
25-04 14:52:16,16.010,1.241,82.718,0.031,0,8974401536,61113618432,1419714560,59685871616,0,4096,0,1,13626,1644,1,1,0,20993,11394,20,14,1,0,0
25-04 14:52:17,15.275,1.987,82.738,0,0,9211752448,60876267520,1419714560,59685871616,0,0,0,0,9906,220,0,0,0,17518,15208,20,14,1,0,0
25-04 14:52:18,12.301,0.872,86.795,0.031,0,9307635712,60780228608,1419714560,59686023168,0,45056,0,2,11346,110,1,1,0,16556,16642,20,14,1,0,0
25-04 14:52:19,9.885,0.437,89.679,0,0,9344843776,60743020544,1419714560,59686023168,0,0,0,0,10286,516,0,0,0,11518,6686,20,14,1,0,0
25-04 14:52:20,10.212,0.436,89.352,0,0,9381105664,60706758656,1419714560,59686023168,0,0,0,0,8878,66,0,0,0,11211,7863,20,14,1,0,0
25-04 14:52:21,11.080,1.210,87.678,0.031,0,9419235328,60668628992,1419714560,59686023168,0,20480,0,2,13168,2104,1,1,0,14206,19173,20,14,1,0,0
25-04 14:52:22,10.436,0.654,88.910,0,0,9462063104,60625788928,1419714560,59686035456,0,8192,0,2,9786,118,0,0,0,10567,7638,20,14,1,0,0
25-04 14:52:23,10.003,0.623,89.280,0.093,0,9549316096,60538511360,1419714560,59686060032,0,40960,0,2,10206,110,1,1,0,5612,7945,20,14,1,0,0
25-04 14:52:24,9.850,0.623,89.526,0,0,9592098816,60495712256,1419714560,59686076416,0,0,0,0,11712,286,0,0,0,5648,7869,20,14,1,0,0
25-04 14:52:25,11.401,0.932,87.667,0,0,9661575168,60426235904,1419714560,59686076416,0,0,0,0,10558,66,1,1,0,7825,12104,20,14,1,0,0
25-04 14:52:26,10.441,0.404,89.124,0.031,0,9753403392,60334407680,1419714560,59686076416,0,32768,0,2,10636,150,0,0,0,5760,8033,20,14,1,0,0
25-04 14:52:27,12.138,0.622,87.239,0,0,9947467776,60140331008,1419714560,59686088704,0,507904,0,22,11346,118,1,1,0,7827,7428,20,14,1,0,0
25-04 14:52:28,16.062,0.682,83.194,0.062,0,9943777280,60144021504,1419714560,59686088704,0,12288,0,2,10266,110,0,0,0,4426,5963,20,14,1,0,0
25-04 14:52:29,16.346,1.179,82.475,0,0,10129850368,59957948416,1419714560,59686088704,0,0,0,0,12146,582,1,1,0,5262,11054,20,14,1,0,0
25-04 14:52:30,15.901,0.652,83.447,0,0,10321158144,59766624256,1419714560,59686105088,0,0,0,0,10978,120,0,0,0,5081,5689,20,14,1,0,0
25-04 14:52:31,15.930,0.747,83.292,0.031,0,10304380928,59783380992,1419718656,59686121472,0,53248,0,2,12702,382,1,1,0,5262,8521,20,14,1,0,0
25-04 14:52:32,15.641,0.933,83.427,0,0,10303287296,59784474624,1419718656,59686121472,0,0,0,0,9732,220,0,0,0,85683,4867,20,14,1,0,0
25-04 14:52:33,16.991,1.236,81.742,0.031,0,10355032064,59732729856,1419718656,59686121472,0,12288,0,2,11106,110,1,1,0,16917,11294,20,14,1,0,0
25-04 14:52:34,16.759,0.432,82.809,0,0,10409443328,59678318592,1419718656,59686121472,0,0,0,0,8352,286,0,0,0,8877,3122,20,14,1,0,0
25-04 14:52:35,16.482,0.924,82.594,0,0,10436833280,59650928640,1419718656,59686121472,0,0,0,0,10936,132,1,1,0,105634,4574,20,14,1,0,0
25-04 14:52:36,16.533,0.987,82.449,0.031,0,10503835648,59583926272,1419718656,59686121472,0,20480,0,2,10686,66,0,0,0,48837,12963,20,14,1,0,0
25-04 14:52:37,17.262,0.615,82.123,0,0,10581426176,59506335744,1419718656,59686121472,0,0,0,0,9972,220,1,1,0,10025,5961,20,14,1,0,0
25-04 14:52:38,16.646,0.862,82.462,0.031,0,10672779264,59414990848,1419718656,59686121472,0,12288,0,2,9306,164,0,0,0,20275,8446,20,14,1,0,0
25-04 14:52:39,16.656,0.370,82.973,0,0,10700865536,59386904576,1419718656,59686121472,0,0,0,0,9320,516,1,1,0,18717,7441,20,14,1,0,0
25-04 14:52:40,16.919,0.864,82.217,0,0,10707902464,59379867648,1419718656,59686121472,0,0,0,0,9418,66,0,0,0,25678,10134,20,14,1,0,0
25-04 14:52:41,16.244,0.495,83.230,0.031,0,10681622528,59406139392,1419726848,59686121472,0,16384,0,2,10242,328,1,1,0,33334,9122,20,14,1,0,0
25-04 14:52:42,15.894,0.778,83.328,0,0,10693193728,59394568192,1419726848,59686121472,0,0,0,0,10899,504,0,0,0,34857,12025,20,13,1,0,0
25-04 14:52:43,16.217,0.527,83.194,0.062,0,10757959680,59329802240,1419726848,59686121472,0,12288,0,2,10566,110,1,1,0,62780,4503,20,13,1,0,0
25-04 14:52:44,17.527,0.989,81.484,0,0,10803830784,59283931136,1419726848,59686121472,0,0,0,0,9192,286,0,0,0,42767,9948,20,13,1,0,0
25-04 14:52:45,16.631,0.432,82.937,0,0,10845642752,59242119168,1419726848,59686121472,0,0,0,0,10078,66,1,1,0,36782,3143,20,13,1,0,0
25-04 14:52:46,16.610,0.894,82.465,0.031,0,10891698176,59196059648,1419730944,59686121472,0,16384,0,2,9186,66,0,0,0,69636,4154,20,13,1,0,0
25-04 14:52:47,16.682,0.920,82.398,0,0,10910945280,59176812544,1419730944,59686121472,0,0,0,0,8712,220,1,1,0,116162,3275,20,13,1,0,0
25-04 14:52:48,17.307,1.322,81.340,0.031,0,10954027008,59133730816,1419730944,59686121472,0,12288,0,2,9786,110,0,0,0,113094,19052,20,13,1,0,0
25-04 14:52:49,15.846,1.600,82.554,0,0,10985652224,59102113792,1419730944,59686121472,0,0,0,0,9506,582,1,1,0,138498,6786,20,13,0,0,0
25-04 14:52:50,16.395,1.046,82.559,0,0,10997506048,59090259968,1419730944,59686121472,0,0,0,0,9838,66,0,0,0,89788,7048,20,13,0,0,0
25-04 14:52:51,16.059,0.865,83.014,0.062,0,11015499776,59072266240,1419730944,59686121472,0,16384,0,2,9402,328,1,1,0,71157,7554,20,13,0,0,0
25-04 14:52:52,16.338,1.418,82.244,0,0,11010441216,59077324800,1419730944,59686121472,0,0,0,0,9732,220,0,0,0,135337,12961,20,13,0,0,0
25-04 14:52:53,16.064,1.143,82.762,0.031,0,10988470272,59099283456,1419730944,59686133760,0,12288,0,2,9306,110,1,1,0,117451,5838,20,13,0,0,0
25-04 14:52:54,15.611,1.206,83.184,0,0,10952200192,59135553536,1419730944,59686133760,0,0,0,0,10152,286,0,0,0,105794,11749,20,13,0,0,0
25-04 14:52:55,14.738,2.079,83.183,0,0,10960035840,59127668736,1419730944,59686182912,0,0,0,0,8278,66,1,1,0,203835,13766,20,13,0,0,0
25-04 14:52:56,16.056,1.491,82.391,0.062,0,10866831360,59220852736,1419735040,59686227968,0,20480,0,2,9966,66,0,0,0,135773,13238,20,13,0,0,0
25-04 14:52:57,15.881,1.055,83.065,0,0,10879553536,59208073216,1419735040,59686285312,0,0,0,0,9072,220,1,1,0,63131,15465,20,13,0,0,0
25-04 14:52:58,15.845,0.806,83.318,0.031,0,10950414336,59137150976,1419735040,59686346752,0,270336,0,11,9066,110,0,0,0,47056,16707,20,13,0,0,0
25-04 14:52:59,15.752,1.395,82.853,0,0,10899730432,59187785728,1419735040,59686391808,0,0,0,0,10760,570,1,1,0,52116,19807,20,13,0,0,0
25-04 14:53:00,13.165,1.743,85.092,0,0,10878476288,59208912896,1419735040,59686514688,0,0,0,0,9304,320,0,0,0,216356,22139,20,13,0,0,0
25-04 14:53:01,14.295,2.847,82.828,0.031,0,10665820160,59421372416,1419735040,59686711296,0,40960,0,2,9702,328,1,1,0,254823,17471,20,13,0,0,0
25-04 14:53:02,15.899,1.114,82.988,0,0,10479640576,59607408640,1419735040,59686846464,0,0,0,0,9312,274,0,0,0,25271,14454,20,13,0,0,0
25-04 14:53:03,17.203,1.021,81.745,0.031,0,10488786944,59598086144,1419735040,59687014400,0,667648,0,10,10098,1490,1,1,0,18290,18938,20,13,0,0,0
25-04 14:53:04,16.456,0.772,82.772,0,0,10474737664,59611979776,1419735040,59687165952,0,0,0,0,8772,286,0,0,0,18211,14846,20,13,0,0,0
25-04 14:53:05,16.289,0.621,83.090,0,0,10460221440,59626266624,1419735040,59687391232,0,0,0,0,9068,150,1,1,0,23365,28802,20,13,0,0,0
25-04 14:53:06,7.028,2.458,90.451,0.063,0,7865233408,62220951552,1419735040,59687690240,0,532480,0,4,67123,54461,0,0,0,53994,108319,20,13,0,0,0
25-04 14:53:07,4.147,0.943,94.910,0,0,7873822720,62211473408,1419735040,59688554496,0,0,0,0,270406,501966,1,1,0,27095,58464,20,13,0,0,0
25-04 14:53:08,1.034,0.438,98.465,0.063,0,7872892928,62212403200,1419735040,59688554496,0,1744896,0,21,9666,110,0,0,0,5000,8622,20,13,0,0,0
25-04 14:53:09,0.376,0.470,99.154,0,0,7870570496,62214725632,1419735040,59688554496,0,0,0,0,9792,238,1,1,0,4638,8463,20,13,0,0,0
25-04 14:53:10,0.846,0.470,98.685,0,0,7889596416,62195699712,1419735040,59688554496,0,0,0,0,6148062,11747452,0,0,0,4705,8601,20,13,0,0,0
25-04 14:53:11,1.065,0.940,97.964,0.031,0,7889350656,62195941376,1419739136,59688554496,0,139264,0,2,8476,150,1,1,0,5386,13630,20,13,0,0,0
25-04 14:53:12,0.407,0.563,99.030,0,0,7888101376,62197190656,1419739136,59688554496,0,0,0,0,7806,118,0,0,0,4602,8562,20,13,0,0,0
25-04 14:53:13,0.377,0.471,98.588,0.565,0,7887110144,62198181888,1419739136,59688554496,0,12288,0,2,9428,27108,1,1,0,4789,8635,20,13,0,0,0
25-04 14:53:14,1.317,0.627,98.056,0,0,7882809344,62202482688,1419739136,59688558592,0,0,0,0,13224,1786,0,0,0,6627,12102,20,13,0,0,0
25-04 14:53:15,0.815,0.627,98.558,0,0,7881359360,62203932672,1419739136,59688554496,0,0,0,0,9298,66,1,1,0,5185,11832,20,13,0,0,0
25-04 14:53:16,0.533,0.533,98.903,0.031,0,7882366976,62202912768,1419743232,59688562688,0,16384,0,2,10094,296,0,0,0,4965,10111,20,13,0,0,0
25-04 14:53:17,0.721,0.408,98.871,0,0,7883415552,62201864192,1419743232,59688558592,0,0,0,0,11652,1852,1,1,0,5789,10679,20,13,0,0,0
25-04 14:53:18,0.596,0.596,98.745,0.063,0,7876521984,62208757760,1419743232,59688562688,0,45056,0,2,10986,110,0,0,0,5576,11418,20,13,0,0,0
25-04 14:53:19,0.501,0.752,98.747,0,0,7875993600,62209646592,1419743232,59688562688,0,0,0,0,7392,184,1,1,0,4717,12415,20,13,0,0,0
25-04 14:53:20,0.564,0.627,98.808,0,0,7873015808,62212624384,1419743232,59688562688,0,0,0,0,10198,66,0,0,0,4708,9718,20,13,0,0,0
25-04 14:53:21,0.720,0.313,98.936,0.031,0,7872462848,62213177344,1419743232,59688562688,0,20480,0,2,9246,66,1,1,0,4614,7115,20,13,0,0,0
25-04 14:53:22,1.314,0.845,97.842,0,0,7871864832,62213775360,1419743232,59688562688,0,0,0,0,13786,1930,0,0,0,6917,17171,20,13,0,0,0
25-04 14:53:23,0.627,0.658,98.683,0.031,0,7871033344,62214606848,1419743232,59688562688,0,40960,0,2,10626,110,1,1,0,5195,9479,20,13,0,0,0
